央视,#genre#
东南卫视 720P,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/51/20230724/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=600717&netType=4&sid=5910022182&pid=2028597139&timestamp=20260305120436&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=125.211.195.2&SecurityKey=20260305120436&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=d5fd22913526183a7afef0062f1383f0&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772683474712&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772683474728&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772683474251V&is_advertise=0&sjid=subsession_1772683477272&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=6193570eae2128bda99a2408d1ea1be2$源:ddca
东南卫视 1080P,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/57/20230724/01.m3u8?&HlsSubType=&encrypt=$源:2ca5
东南卫视 1080P,http://175.154.151.98:808/hls/46/index.m3u8$源:086c
三沙卫视 720P,https://srs.ssws.tv/video/sstv-10/index.m3u8$源:10bb
港澳台,#genre#
血鹦鹉【国语】(香港恐怖片) 1080P,https://vip.lz-cdn3.com/20230823/21237_72839990/index.m3u8$源:2644
校墓处【粤语】(香港恐怖片) 1080P,https://vip1.lz-cdn7.com/20230429/15693_3cd84629/index.m3u8$源:d569
TVB剧场 720P,https://hlsbkmgsplive.miguvideo.com/wd_r4/virtuallive/5101059662/150/01.m3u8?&HlsSubType=&encrypt=$源:5020
新闻,#genre#
💚广西新闻 1080P,https://hlscdn.liangtv.cn/live/a48635e37ac84afa82c0d0edc4bfabf9/dbc9a18971294257bad7c75b7f3f0c20.m3u8$源:72cc
龙游新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8$源:fb34
龙游新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed$源:5a34
龙泉新闻综合 1080P,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed,$源:2f57
龙泉公共新闻综合 1080P,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed$源:72e6
黑河新闻综合 1080P,https://111.43.174.249/live/heihe.m3u8$源:732d
驻马店新闻综合 1080P,https://p2hs.vzan.com/slowlive/856224149274600377/live.m3u8$源:424b
雅安新闻综合频道 1080P,http://play.yunxya.com/channellive/xinwen.m3u8$源:be84
阿拉善新闻综合 1080P,http://play1-qk.nmtv.cn/live/1735547046115053.m3u8$源:819f
长兴新闻综合 1080P,http://play-a11.quklive.com/live/1689126294179076.m3u8$源:cfde
锦州新闻综合 1080P,http://srs.beijihainews.com.cn/video/jinzhou1/index.m3u8$源:3aa8
金华新闻综合 1080P,https://l.cztvcloud.com/channels/lantian/sxchannel07/1080p.m3u8$源:ded8
鄂尔多斯新闻综合 1080P,http://play1-qk.nmtv.cn/live/1735546299241021.m3u8$源:5f4e
邯郸新闻综合 1080P,http://jwcdnqx.hebyun.com.cn/live/hdxwzh/1500k/tzwj_video.m3u8$源:3652
通辽新闻综合 1080P,http://play1-qk.nmtv.cn/live/1735546745882037.m3u8$源:8dff
迪庆新闻综合 1080P,http://live.xgll.com.cn/hls/tv/dqrm-zhpd-2025.m3u8$源:c625
达州新闻综合 1080P,https://file.dzrm.cn/nmip-media/channellive/channel104234/playlist.m3u8$源:f548
赣州新闻综合 1080P,http://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8$源:7c41
赣州新闻 1080P,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8$源:6e73
象山新闻综合 720P,https://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8$源:55c3
诸暨新闻综合 1080P,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed$源:34ae
诸暨新闻综合 1080P,https://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8$源:9983
诸暨新闻综合 1080P,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8$源:888d
西双版纳新闻综合 1080P,https://channellive.xsbnw.cn/default/nmip-media/channellive/channel112526/playlist.m3u8$源:dfee
西双版纳新闻综合
 1080P,https://channellive.xsbnw.cn/default/nmip-media/channellive/channel112526/playlist.m3u8
$源:8bcb
衢江新闻综合 1080P,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed$源:0ca7
衢州新闻综合 1080P,https://l.cztvcloud.com/channels/lantian/sxchannel08/1080p.m3u8$源:b0bb
萧山新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl$源:f1b4
萧山新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8$源:8361
萍乡新闻综合 720P,https://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_px_xwzh.m3u8$源:eaac
苍南新闻综合 1080P,https://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8$源:95f0
苍南新闻综合 1080P,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8$源:1654
舟山新闻综合 1080P,https://l.cztvcloud.com/channels/lantian/sxchannel11/1080p.m3u8$源:86f9
绵阳新闻综合 1080P,http://tvpull.myntv.cn/rtmp/myzh.m3u8$源:29b7
红河州新闻综合 720P,https://live.hh.cn/hhtv1/index.m3u8$源:aaed
繁昌新闻综合 1080P,http://nfcplay.wuhunews.cn/fc/zhpd.m3u8$源:51dd
石阡新闻 1080P,http://cmsrtmp.todcy.cn/live/154/c6cc918d93fc47b1ad882de4c80eb496/c6cc918d93fc47b1ad882de4c80eb496.m3u8$源:9ece
烟台新闻综合 720P,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8$源:8c59
湛江新闻综合 1080P,http://vlivestream.qyrb.cn/qyLiveSlow/74.m3u8$源:02c8
湖州新闻综合 720P,https://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865$源:6afa
湖州新闻综合 720P,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865$源:2ea6
湖州新闻综合 720P,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865&amp;fbl=$源:059a
湖州新闻综合 1080P,https://l.cztvcloud.com/channels/lantian/sxchannel05/1080p.m3u8$源:fb7b
温州新闻综合 1080P,https://l.cztvcloud.com/channels/lantian/sxchannel03/1080p.m3u8$源:a6ed
渠县新闻综合 720P,http://183.222.248.153:81/hls/cfp2p8m3.m3u8$源:956a
淮北矿业新闻综合 1080P,http://xcblive.hbcoal.com/3/sd/live.m3u8$源:85ea
涉县新闻综合 1080P,http://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8$源:e522
浙江龙游新闻综合
 720P,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
$源:48ad
浙江诸暨新闻综合
 1080P,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
$源:8655
浙江衢江新闻综合
 1080P,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
$源:9b96
浙江松阳新闻综合
 1080P,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
$源:fe04
浙江新闻频道 1080P,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$源:0361
浙江新闻 720P,http://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8$源:1942
浙江新闻 720P,https://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8$源:caea
浙江新闻
 1080P,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
$源:5817
浙江新闻
 1080P,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
$源:da05
浙江新昌新闻综合
 1080P,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
$源:92e3
浙江文成新闻综合
 720P,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
$源:e8e3
浙江庆元新闻综合
 1080P,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
$源:1e12
浙江公共新闻 1080P,http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8$源:251a
浙江公共新闻 1080P,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$源:43ad
泗阳资讯频道 1080P,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8$源:6263
沛县新闻综合 720P,https://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8$源:d174
江苏姜堰新闻综合 720P,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd$源:6c46
武乡新闻综合 720P,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8?zshanxd#http://60.220.198.84:81/0.m3u8$源:87ce
梧州新闻综合 1080P,http://live.wuzhourm.cn:80/xwzh/index.m3u8$源:d40c
普陀新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8$源:4c12
普陀新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$源:7be9
普陀新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed$源:8447
旺苍新闻综合 1080P,http://channel.wcrmt.cn/nmip-media/channellive/channel105268/playlist.m3u8$源:10dc
新昌新闻综合 1080P,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8$源:7461
文成新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?fbl=$源:8d93
攀枝花新闻综合 1080P,http://pzhlive.pzhxinwen.cn/pzhxw/pzh_xw.m3u8?auth_key=1760079276-0-0-3ba55c2971070cdb3b4212fe62481776$源:a28a
开化新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed$源:19ce
广州新闻频道 720P,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=f80e5b7654c57c7571a314d94befe320&txTime=19019c051d5$源:3785
广州新闻 720P,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487$源:c429
广州新闻 720P,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=c8ffc2c11f17d87d365f3b29bf8ef7fa&txTime=18f3392b07f$源:fb79
巴彦淖尔新闻综合 1080P,http://play1-qk.nmtv.cn/live/1735546423467029.m3u8$源:4c35
嵊州公共新闻综合 720P,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed$源:82b7
宜兴新闻综合 720P,https://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8$源:ab10
安庆新闻综合 720P,https://aq-live.media.xinhuamm.net/r/252b77197b104e1aa2456481204fb656.m3u8?auth_key=2341308330-0-0-4e8ffbdb0c0dcfab23e1b8962730f59d$源:b0e6
宁海新闻综合 1080P,http://33658.hlsplay.aodianyun.com/tv_radio_33658/tv_channel_1423.m3u8$源:21ce
威远新闻综合 1080P,https://wy-live-pull.thecover.cn/rmtlive/fmzb1710746907096.m3u8$源:52af
夹江新闻综合 1080P,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8?zsicd$源:3d5b
太谷新闻综合 1080P,http://p2.vzan.com/slowlive/596867413819827251/live.m3u8$源:475e
太谷新闻综合 1080P,https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&amp;amp;tpid=1516989100&amp;amp;type=0$源:64e8
天全新闻频道 720P,https://m3u8channel-tq.yunxya.com/nmip-media/channellive/channel100634/playlist.m3u8$源:2543
大竹新闻综合 1080P,http://lmt.dazhutv.cn/live1/live1.m3u8$源:8b8f
大竹新闻综合 1080P,https://lmt.dazhutv.cn/live1/live1.m3u8$源:cfff
嘉善新闻综合 1080P,https://p2hs.vzan.com/slowlive/633251673265558519/live.m3u8$源:8705
嘉善新闻综合 1080P,http://p2hs.vzan.com/slowlive/633251673265558519/live.m3u8$源:6f4b
嘉兴新闻综合 1080P,https://l.cztvcloud.com/channels/lantian/sxchannel06/1080p.m3u8$源:ed00
嘉兴新闻综合 1080P,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8$源:348a
咸丰新闻综合 1080P,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_3567.m3u8?auth_key=4867549325-0-0-cc7ce201270f1bfda8bd5c54e0e5739c&extra_key=hKfYhS2z6614oV0yCs-AFVt7IpvlJJgoGCHOij1q2onFz-Yr5Us2Cd41rIlv4l1XjWrMXCVgYMdOmrNAgjF2W_2a6vxf1HxtHHoYEC6BCIqSeo4VGtaHFxadD2xtzAtmsjFPKB3DP_Ev_ci_KC8TQllAks-AnwmJWoohc4XLA6Q$源:f6a1
呼伦贝尔新闻综合 1080P,http://play1-qk.nmtv.cn/live/1735546791130040.m3u8$源:2069
吴江新闻综合 720P,https://ctlive2.wjdaily.com/wjtv/ch1.m3u8$源:054d
南部新闻综合 720P,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8$源:b421
南宁新闻综合 720P,http://hls.nntv.cn/nnlive/XWZH_24.m3u8$源:61ab
南京新闻综合官方 720P,https://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8$源:27b9
南京新闻综合 720P,http://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8$源:8154
北海新闻综合 1080P,http://bhlive.gxbhxww.cn/live/xwzh20250801.m3u8$源:e598
包头新闻综合 1080P,http://play1-qk.nmtv.cn/live/1735546150395017.m3u8$源:e0d2
兴安新闻综合 1080P,http://play1-qk.nmtv.cn/live/1735546886977046.m3u8$源:bac9
余姚新闻综合 1080P,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl$源:a024
乌海新闻综合 1080P,http://play1-qk.nmtv.cn/live/1735546358166026.m3u8$源:0fc5
乌兰察布新闻综合 1080P,http://play1-qk.nmtv.cn/live/1735546836103043.m3u8$源:449b
乌兰察布新闻综合 1080P,http://live05.wrbtv.cn/live/xwzh.m3u8$源:35cd
丽水新闻综合 1080P,https://l.cztvcloud.com/channels/lantian/sxchannel09/1080p.m3u8$源:b381
丹阳新闻 1080P,https://danyang-tv-hls.cm.jstv.com/danyang-tv/danyangtv.m3u8$源:9a45
丹东新闻综合 1080P,http://1866360232.cloudvdn.com/a.m3u8?domain=pili-live-hdl-zhdd-tv.ddrtv.cn&player=1&streamid=zhdd-tv%3Azhdd-tv%2Fddnews&v3=1$源:9850
中国蓝新闻台 1080P,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8$源:68e3
中国蓝新闻 1080P,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8?$源:ad73
上海新闻 1080P,https://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/xinwenzonghehd/3000/01.m3u8?&HlsSubType=&encrypt=$源:2f45
三都新闻综合 1080P,http://cmsrtmp.todcy.cn/live/dcsd/7d313580bfea4e48bd72133f8c0a5206/7d313580bfea4e48bd72133f8c0a5206.m3u8$源:ddd8
生活,#genre#
鹤壁综合频道 720P,http://pili-live-hls.hebitv.com/hebi/hbtv.m3u8$源:7ce0
高邮综合频道 1080P,http://gaoyou-tv-replay.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8$源:05c7
驻马店公共频道 1080P,https://p2hs.vzan.com/slowlive/692736859757132846/live.m3u8$源:4db7
马鞍山综合频道 1080P,https://live.masbcx.cn/37da93f77452420d8990a9e91d865b81/94a165a5a7104676b7c68e39b4917d20.m3u8?auth_key=2334657789-9dd6b0079eb842f3a29bba1254dfedc3-0-2175f4b991c6e69d890d998237654a14$源:35ee
马鞍山科教生活 1080P,https://live.masbcx.cn/fe60c7f6a746404590186208394ceb43/935bce782af148c18a8048eabb0d7afa.m3u8?auth_key=2334657804-859d6a4ae6094480b20ff635612cd14d-0-8151ea4280c5f6a71fad438456ffa6df$源:5ca1
顺义综合频道 1080P,http://livebjsy.chinamcache.com/live/zb01.m3u8$源:c92d
青县综合 1080P,http://jwcdnqx.hebyun.com.cn/live/qxtvlive1/1500k/tzwj_video.m3u8$源:73d9
雅安文化生活频道 1080P,http://play.yunxya.com/channellive/whsh.m3u8$源:693e
隆化综合频道 1080P,https://jwcdnqx.hebyun.com.cn/live/lhtv/1500k/tzwj_video.m3u8$源:7b02
陇西综合频道 1080P,https://play.kankanlive.com/live/1733904632183369.m3u8$源:0ef4
钦州综合频道 1080P,https://stream.gxqzxw.com/qzzhpd/qzzhpd/live.m3u8$源:216b
邹城综合 1080P,http://1.94.31.214/php/qilu.php?id=jizczh$源:0710
邯郸公共 1080P,http://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8$源:c93f
邢台城市生活 720P,http://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8$源:baff
遂昌综合频道 1080P,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed$源:8b39
通河综合 1080P,https://masterpull.hljtv.com/live/b71kCDir.m3u8$源:75ce
赣州公共频道 1080P,http://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8$源:5bc0
赣州公共 1080P,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8$源:3bee
西和综合 1080P,https://play.kankanlive.com/live/1659926941626981.m3u8$源:f7d2
衢江综合频道 1080P,https://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8$源:4767
衢州龙游生活 720P,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8$源:2812
衢州衢江综合 1080P,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8$源:1008
衢州开化综合 720P,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8$源:ca24
虎林综合 1080P,https://masterpull.hljtv.com/live/SJJAEqBS.m3u8$源:1cf4
萧山生活 720P,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed?$源:9aa1
芒市综合 1080P,https://zb-live.ynurl.com/mangshi/0fa89a84-37b5-4de4-8b92-63b19634c213.m3u8$源:b1ce
缙云综合频道 720P,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed$源:f52b
缙云综合 720P,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed?$源:9fdf
绵阳科教生活 1080P,http://tvpull.myntv.cn/rtmp/mykj.m3u8$源:85af
绥芬河综合 720P,https://masterpull.hljtv.com/live/pXxFNIbi.m3u8$源:b576
绥滨综合 1080P,https://masterpull.hljtv.com/live/DQiqZPCj.m3u8$源:b612
经济生活 1080P,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8$源:a46c
绍兴上虞综合 1080P,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8$源:3266
筠连综合频道 1080P,https://play.dameijunlian.cn/live/10004131.m3u8?auth_key=1783733887-0-0-a1440d3435267d785dcbbe1629a42558$源:b207
睢宁综合 720P,http://suining-tv-hls.cm.jstv.com:80/suining-tv/suiningzh.m3u8$源:f980
电影|犯罪都市3（韩语） 1080P,https://vip.lz-cdn3.com/20230706/20072_5c97b65e/index.m3u8$源:a4b5
湖州公共民生 720P,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e$源:bd47
温州永嘉综合 1080P,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8$源:8fed
海阳综合 720P,http://1.94.31.214/php/qilu.php?id=ythyzh$源:ee96
浙江钱江都市 1080P,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed$源:fffa
浙江钱江都市 1080P,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$源:c26c
浙江萧山综合
 720P,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
$源:8198
浙江经济生活 720P,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8$源:2c39
浙江经济生活 720P,https://ali-m-l.cztv.com/channels/lantian/channel003/720p.m3u8$源:5747
浙江经济生活 1080P,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$源:f73c
浙江生活 720P,http://ali-m-l.cztv.com/channels/lantian/channel003/720p.m3u8$源:b1d1
浙江国际 720P,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8$源:6fc9
浙江国际 720P,https://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8$源:dd82
浙江国际 1080P,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed$源:3e4d
浙江国际 1080P,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$源:0460
浙江国际
 1080P,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
$源:db84
浙江国际
 1080P,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
$源:0321
浙江东阳影视生活
 720P,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
$源:7ec4
泰州经济生活 1080P,http://stream1.mytaizhou.net/jjshnew/playlist.m3u8$源:1b01
泗阳综合 1080P,https://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8$源:ed56
泗阳综合 1080P,http://3739115337.cloudvdn.com/a.m3u8?domain=siyang-tv-hls.cm.jstv.com&player=nwEAAKjSKP_58X&secondToken=secondToken%3A5FUijZmDyNMxtCDdne0YzSAwjuw&streamid=siyang-tv%3Asiyang-tv%2Fsiyangzh&v3=1$源:7188
江苏泗阳综合频道 1080P,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd$源:9625
江川综合 720P,https://zb-live.ynurl.com/jiangchuan/ad8dc86f-f35a-4203-85f0-dfd0eef52d18.m3u8$源:156e
梧州教育生活 1080P,http://live.wuzhourm.cn:80/jysh/index.m3u8$源:e7e9
松阳综合频道 1080P,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed$源:84ef
松阳综合 1080P,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed?$源:c7c3
松阳综合 1080P,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?fbl=$源:1bbf
松原公共频道 720P,http://stream8.jlntv.cn/sytv2/sd/live.m3u8$源:d217
杭州综合 1080P,https://l.cztvcloud.com/channels/lantian/sxchannel01/1080p.m3u8$源:2877
望谟综合 1080P,http://cmsrtmp.todcy.cn/live/167/64df598530b044a68632460c53cffb09/64df598530b044a68632460c53cffb09.m3u8$源:afe3
望奎综合 1080P,https://rmplive.hljtv.com/live/wangkui.m3u8$源:6249
晋中公共频道 1080P,http://live.jztvnews.cn/lsdream/8i6Yd67/1000/live.m3u8$源:524a
易门综合 1080P,https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8$源:e8b8
新昌生活 1080P,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8$源:211a
文成综合频道 720P,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed$源:3f92
文成综合 720P,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8$源:f973
文成综合 720P,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed?$源:6057
徐州睢宁综合 720P,https://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8$源:e9fa
张掖农业旅游 1080P,https://play.kankanlive.com/live/1720583009200246.m3u8$源:0b18
建宁综合频道 1080P,https://p2hs.vzan.com/2144741973/681448837351911792/live.m3u8$源:75a5
庆阳综合频道 1080P,https://play.kankanlive.com/live/1704762690210987.m3u8$源:67c7
庆元综合频道 1080P,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed$源:f783
庆元综合 1080P,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?fbl=$源:fd60
庆元综合 1080P,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed[浙江]洞头综合频道$源:322d
广西国际 1080P,https://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8$源:a783
广西国际 1080P,http://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8?fbl=$源:f79b
广州综合频道 720P,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=5d7708684007fcea395caff98369084c&txTime=19019c37743$源:5da9
广州综合 720P,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=870cb528156f761b62bf8b8a7eec176a&txTime=18f4b58d76a$源:73af
广州综合 720P,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=48f6c06c32931ed1c2376b21ce91640c&txTime=18d1f31b604$源:ff9d
广州综合 720P,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9dd8bdb55106c41c87ad50d630b092dd&txTime=18d151ac310$源:1f13
广州南国都市4K 1080P,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7$源:1d27
广州南国都市 1080P,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de$源:d35f
广丰综合 1080P,https://play-a2.quklive.com/live/1754033359790055.m3u8$源:9683
平顺综合 1080P,http://player4.juyun.tv/tv/149466149.m3u8$源:97b8
